DATE,TIME,実績(万kW)
2005 5 5,17 00,2920
2005 5 5,18 00,3115
2005 5 5,19 00,3193
2005 5 5,20 00,3083
2005 5 5,21 00,2931
2005 5 5,22 00,2768
2005 5 5,23 00,2578
2005 5 6,0 00,2393
2005 5 6,1 00,2289
2005 5 6,2 00,2214
2005 5 6,3 00,2161
2005 5 6,4 00,2131
2005 5 6,5 00,2168
2005 5 6,6 00,2409
2005 5 6,7 00,2759
2005 5 6,8 00,3180
2005 5 6,9 00,3465
2005 5 6,10 00,3556
2005 5 6,11 00,3585
2005 5 6,12 00,3426
2005 5 6,13 00,3607
2005 5 6,14 00,3631
2005 5 6,15 00,3633
2005 5 6,16 00,3712
2005 5 6,17 00,3748
2005 5 6,18 00,3777
2005 5 6,19 00,3670
2005 5 6,20 00,3503
2005 5 6,21 00,3298
2005 5 6,22 00,3128
2005 5 6,23 00,2910
2005 5 7,0 00,2696
2005 5 7,1 00,2540
2005 5 7,2 00,2430
2005 5 7,3 00,2347
2005 5 7,4 00,2297
2005 5 7,5 00,2307
2005 5 7,6 00,2469
2005 5 7,7 00,2750
2005 5 7,8 00,3169
2005 5 7,9 00,3458
2005 5 7,10 00,3554
2005 5 7,11 00,3527
2005 5 7,12 00,3311
2005 5 7,13 00,3396
2005 5 7,14 00,3393
2005 5 7,15 00,3366
2005 5 7,16 00,3357
2005 5 7,17 00,3275
2005 5 7,18 00,3383
2005 5 7,19 00,3450
2005 5 7,20 00,3321
2005 5 7,21 00,3123
2005 5 7,22 00,2976
2005 5 7,23 00,2800
2005 5 8,0 00,2592
2005 5 8,1 00,2461
2005 5 8,2 00,2363
2005 5 8,3 00,2273
2005 5 8,4 00,2207
2005 5 8,5 00,2151
2005 5 8,6 00,2229
2005 5 8,7 00,2383
2005 5 8,8 00,2588
2005 5 8,9 00,2770
2005 5 8,10 00,2872
2005 5 8,11 00,2890
2005 5 8,12 00,2890
2005 5 8,13 00,2895
2005 5 8,14 00,2879
2005 5 8,15 00,2879
2005 5 8,16 00,2926
2005 5 8,17 00,3045
2005 5 8,18 00,3248
2005 5 8,19 00,3290
2005 5 8,20 00,3198
2005 5 8,21 00,3045
2005 5 8,22 00,2864
2005 5 8,23 00,2669
2005 5 9,0 00,2491
2005 5 9,1 00,2379
2005 5 9,2 00,2302
2005 5 9,3 00,2245
2005 5 9,4 00,2212
2005 5 9,5 00,2250
2005 5 9,6 00,2510
2005 5 9,7 00,2838
2005 5 9,8 00,3240
2005 5 9,9 00,3550
2005 5 9,10 00,3661
2005 5 9,11 00,3714
2005 5 9,12 00,3525
2005 5 9,13 00,3752
2005 5 9,14 00,3795
2005 5 9,15 00,3766
2005 5 9,16 00,3771
2005 5 9,17 00,3710
2005 5 9,18 00,3765
2005 5 9,19 00,3707
2005 5 9,20 00,3508
2005 5 9,21 00,3308
2005 5 9,22 00,3222
2005 5 9,23 00,3023
2005 5 10,0 00,2779
2005 5 10,1 00,2639
2005 5 10,2 00,2533
2005 5 10,3 00,2465
2005 5 10,4 00,2420
2005 5 10,5 00,2436
2005 5 10,6 00,2676
2005 5 10,7 00,2942
2005 5 10,8 00,3322
2005 5 10,9 00,3594
2005 5 10,10 00,3697
2005 5 10,11 00,3728
2005 5 10,12 00,3517
2005 5 10,13 00,3743
2005 5 10,14 00,3768
2005 5 10,15 00,3725
2005 5 10,16 00,3728
2005 5 10,17 00,3660
2005 5 10,18 00,3720
2005 5 10,19 00,3721
2005 5 10,20 00,3514
2005 5 10,21 00,3315
2005 5 10,22 00,3235
2005 5 10,23 00,3015
2005 5 11,0 00,2778
2005 5 11,1 00,2639
2005 5 11,2 00,2539
2005 5 11,3 00,2468
2005 5 11,4 00,2425
2005 5 11,5 00,2447
2005 5 11,6 00,2695
2005 5 11,7 00,3009
2005 5 11,8 00,3378
2005 5 11,9 00,3650
2005 5 11,10 00,3724
2005 5 11,11 00,3748
2005 5 11,12 00,3519
2005 5 11,13 00,3732
2005 5 11,14 00,3740
2005 5 11,15 00,3694
2005 5 11,16 00,3712
2005 5 11,17 00,3658
2005 5 11,18 00,3731
2005 5 11,19 00,3738
2005 5 11,20 00,3557
2005 5 11,21 00,3345
2005 5 11,22 00,3261
2005 5 11,23 00,3040
2005 5 12,0 00,2797
2005 5 12,1 00,2643
2005 5 12,2 00,2552
2005 5 12,3 00,2486
2005 5 12,4 00,2440
2005 5 12,5 00,2467
2005 5 12,6 00,2727
2005 5 12,7 00,3031
2005 5 12,8 00,3409
2005 5 12,9 00,3679
2005 5 12,10 00,3751
2005 5 12,11 00,3765
2005 5 12,12 00,3528
2005 5 12,13 00,3753
2005 5 12,14 00,3771
2005 5 12,15 00,3750
2005 5 12,16 00,3783
2005 5 12,17 00,3761
2005 5 12,18 00,3835
2005 5 12,19 00,3772
2005 5 12,20 00,3586
2005 5 12,21 00,3393
2005 5 12,22 00,3300
2005 5 12,23 00,3067
2005 5 13,0 00,2818
2005 5 13,1 00,2675
2005 5 13,2 00,2580
2005 5 13,3 00,2495
2005 5 13,4 00,2459
2005 5 13,5 00,2483
2005 5 13,6 00,2746
2005 5 13,7 00,3069
2005 5 13,8 00,3477
2005 5 13,9 00,3762
2005 5 13,10 00,3835
2005 5 13,11 00,3840
2005 5 13,12 00,3602
2005 5 13,13 00,3809
2005 5 13,14 00,3812
2005 5 13,15 00,3784
2005 5 13,16 00,3807
2005 5 13,17 00,3775
2005 5 13,18 00,3828
2005 5 13,19 00,3786
2005 5 13,20 00,3609
2005 5 13,21 00,3426
2005 5 13,22 00,3327
2005 5 13,23 00,3103
2005 5 14,0 00,2847
2005 5 14,1 00,2707
2005 5 14,2 00,2585
2005 5 14,3 00,2497
2005 5 14,4 00,2433
2005 5 14,5 00,2417
2005 5 14,6 00,2553
2005 5 14,7 00,2764
2005 5 14,8 00,3072
2005 5 14,9 00,3272
2005 5 14,10 00,3327
2005 5 14,11 00,3331
2005 5 14,12 00,3214
2005 5 14,13 00,3272
2005 5 14,14 00,3270
2005 5 14,15 00,3247
2005 5 14,16 00,3261
2005 5 14,17 00,3304
2005 5 14,18 00,3450
2005 5 14,19 00,3473
2005 5 14,20 00,3358
2005 5 14,21 00,3185
2005 5 14,22 00,3035
2005 5 14,23 00,2871
2005 5 15,0 00,2637
2005 5 15,1 00,2509
2005 5 15,2 00,2401
2005 5 15,3 00,2305
2005 5 15,4 00,2246
2005 5 15,5 00,2222
2005 5 15,6 00,2331
2005 5 15,7 00,2520
2005 5 15,8 00,2736
2005 5 15,9 00,2897
2005 5 15,10 00,2978
2005 5 15,11 00,2969
2005 5 15,12 00,2954
2005 5 15,13 00,2935
2005 5 15,14 00,2927
2005 5 15,15 00,2953
2005 5 15,16 00,2990
2005 5 15,17 00,3065
2005 5 15,18 00,3249
2005 5 15,19 00,3341
2005 5 15,20 00,3251
2005 5 15,21 00,3118
2005 5 15,22 00,2949
2005 5 15,23 00,2757
2005 5 16,0 00,2543
2005 5 16,1 00,2439
2005 5 16,2 00,2362
2005 5 16,3 00,2292
2005 5 16,4 00,2248
2005 5 16,5 00,2315
2005 5 16,6 00,2590
2005 5 16,7 00,2926
2005 5 16,8 00,3288
2005 5 16,9 00,3564
2005 5 16,10 00,3654
2005 5 16,11 00,3678
2005 5 16,12 00,3462
2005 5 16,13 00,3682
2005 5 16,14 00,3711
2005 5 16,15 00,3679
2005 5 16,16 00,3688
2005 5 16,17 00,3609
2005 5 16,18 00,3668
2005 5 16,19 00,3673
2005 5 16,20 00,3505
2005 5 16,21 00,3316
2005 5 16,22 00,3244
2005 5 16,23 00,3031
2005 5 17,0 00,2775
2005 5 17,1 00,2629
2005 5 17,2 00,2537
2005 5 17,3 00,2461
2005 5 17,4 00,2412
2005 5 17,5 00,2442
2005 5 17,6 00,2698
2005 5 17,7 00,2984
2005 5 17,8 00,3351
2005 5 17,9 00,3621
2005 5 17,10 00,3697
2005 5 17,11 00,3722
2005 5 17,12 00,3504
2005 5 17,13 00,3726
2005 5 17,14 00,3753
2005 5 17,15 00,3719
2005 5 17,16 00,3728
2005 5 17,17 00,3657
2005 5 17,18 00,3702
2005 5 17,19 00,3718
2005 5 17,20 00,3537
2005 5 17,21 00,3343
2005 5 17,22 00,3264
2005 5 17,23 00,3043
2005 5 18,0 00,2805
2005 5 18,1 00,2665
2005 5 18,2 00,2562
2005 5 18,3 00,2483
2005 5 18,4 00,2431
2005 5 18,5 00,2446
2005 5 18,6 00,2681
2005 5 18,7 00,2994
2005 5 18,8 00,3368
2005 5 18,9 00,3657
2005 5 18,10 00,3760
2005 5 18,11 00,3805
2005 5 18,12 00,3585
2005 5 18,13 00,3790
2005 5 18,14 00,3815
2005 5 18,15 00,3794
2005 5 18,16 00,3847
2005 5 18,17 00,3812
2005 5 18,18 00,3771
2005 5 18,19 00,3732
2005 5 18,20 00,3546
2005 5 18,21 00,3338
2005 5 18,22 00,3252
2005 5 18,23 00,3023
2005 5 19,0 00,2789
2005 5 19,1 00,2643
2005 5 19,2 00,2552
2005 5 19,3 00,2484
2005 5 19,4 00,2429
2005 5 19,5 00,2449
2005 5 19,6 00,2698
2005 5 19,7 00,3010
2005 5 19,8 00,3454
2005 5 19,9 00,3803
2005 5 19,10 00,3951
2005 5 19,11 00,4019
2005 5 19,12 00,3818
2005 5 19,13 00,4083
2005 5 19,14 00,4102
2005 5 19,15 00,4058
2005 5 19,16 00,4036
2005 5 19,17 00,3937
2005 5 19,18 00,3941
2005 5 19,19 00,3882
2005 5 19,20 00,3652
2005 5 19,21 00,3417
2005 5 19,22 00,3314
2005 5 19,23 00,3105
2005 5 20,0 00,2847
2005 5 20,1 00,2702
2005 5 20,2 00,2595
2005 5 20,3 00,2507
2005 5 20,4 00,2451
2005 5 20,5 00,2454
2005 5 20,6 00,2675
2005 5 20,7 00,2975
2005 5 20,8 00,3380
2005 5 20,9 00,3693
2005 5 20,10 00,3809
2005 5 20,11 00,3835
2005 5 20,12 00,3619
2005 5 20,13 00,3832
2005 5 20,14 00,3855
2005 5 20,15 00,3800
2005 5 20,16 00,3790
2005 5 20,17 00,3700
2005 5 20,18 00,3721
2005 5 20,19 00,3705
2005 5 20,20 00,3513
2005 5 20,21 00,3324
2005 5 20,22 00,3228
2005 5 20,23 00,3024
2005 5 21,0 00,2792
2005 5 21,1 00,2659
2005 5 21,2 00,2552
2005 5 21,3 00,2468
2005 5 21,4 00,2385
2005 5 21,5 00,2355
2005 5 21,6 00,2488
2005 5 21,7 00,2707
2005 5 21,8 00,3018
2005 5 21,9 00,3270
2005 5 21,10 00,3399
2005 5 21,11 00,3443
2005 5 21,12 00,3355
2005 5 21,13 00,3442
2005 5 21,14 00,3445
2005 5 21,15 00,3425
2005 5 21,16 00,3406
2005 5 21,17 00,3344
2005 5 21,18 00,3449
2005 5 21,19 00,3498
2005 5 21,20 00,3368
2005 5 21,21 00,3156
2005 5 21,22 00,3003
2005 5 21,23 00,2838
2005 5 22,0 00,2646
2005 5 22,1 00,2506
2005 5 22,2 00,2408
2005 5 22,3 00,2324
2005 5 22,4 00,2251
2005 5 22,5 00,2210
2005 5 22,6 00,2298
2005 5 22,7 00,2450
2005 5 22,8 00,2657
2005 5 22,9 00,2853
2005 5 22,10 00,2974
2005 5 22,11 00,3006
2005 5 22,12 00,3003
2005 5 22,13 00,3012
2005 5 22,14 00,3016
2005 5 22,15 00,3017
2005 5 22,16 00,3076
2005 5 22,17 00,3197
2005 5 22,18 00,3335
2005 5 22,19 00,3379
2005 5 22,20 00,3261
2005 5 22,21 00,3092
2005 5 22,22 00,2917
2005 5 22,23 00,2730
2005 5 23,0 00,2545
2005 5 23,1 00,2407
2005 5 23,2 00,2327
2005 5 23,3 00,2268
2005 5 23,4 00,2244
2005 5 23,5 00,2296
2005 5 23,6 00,2551
2005 5 23,7 00,2903
2005 5 23,8 00,3349
2005 5 23,9 00,3710
2005 5 23,10 00,3856
2005 5 23,11 00,3913
2005 5 23,12 00,3722
2005 5 23,13 00,3964
2005 5 23,14 00,3985
2005 5 23,15 00,3935
2005 5 23,16 00,3932
2005 5 23,17 00,3871
2005 5 23,18 00,3876
2005 5 23,19 00,3783
2005 5 23,20 00,3562
2005 5 23,21 00,3344
2005 5 23,22 00,3254
2005 5 23,23 00,3030
2005 5 24,0 00,2790
2005 5 24,1 00,2651
2005 5 24,2 00,2550
2005 5 24,3 00,2478
2005 5 24,4 00,2423
2005 5 24,5 00,2452
2005 5 24,6 00,2683
2005 5 24,7 00,2984
2005 5 24,8 00,3380
2005 5 24,9 00,3701
2005 5 24,10 00,3834
2005 5 24,11 00,3883
2005 5 24,12 00,3665
2005 5 24,13 00,3899
2005 5 24,14 00,3927
2005 5 24,15 00,3880
2005 5 24,16 00,3902
2005 5 24,17 00,3859
2005 5 24,18 00,3868
2005 5 24,19 00,3762
2005 5 24,20 00,3558
2005 5 24,21 00,3343
2005 5 24,22 00,3248
2005 5 24,23 00,3021
2005 5 25,0 00,2796
2005 5 25,1 00,2655
2005 5 25,2 00,2547
2005 5 25,3 00,2472
2005 5 25,4 00,2418
2005 5 25,5 00,2444
2005 5 25,6 00,2673
2005 5 25,7 00,2977
2005 5 25,8 00,3355
2005 5 25,9 00,3648
2005 5 25,10 00,3762
2005 5 25,11 00,3797
2005 5 25,12 00,3589
2005 5 25,13 00,3826
2005 5 25,14 00,3860
2005 5 25,15 00,3825
2005 5 25,16 00,3814
2005 5 25,17 00,3703
2005 5 25,18 00,3693
2005 5 25,19 00,3706
2005 5 25,20 00,3525
2005 5 25,21 00,3310
2005 5 25,22 00,3220
2005 5 25,23 00,3003
2005 5 26,0 00,2768
2005 5 26,1 00,2623
2005 5 26,2 00,2526
2005 5 26,3 00,2458
2005 5 26,4 00,2400
2005 5 26,5 00,2421
2005 5 26,6 00,2668
2005 5 26,7 00,2971
2005 5 26,8 00,3360
2005 5 26,9 00,3673
2005 5 26,10 00,3790
2005 5 26,11 00,3836
2005 5 26,12 00,3622
2005 5 26,13 00,3872
2005 5 26,14 00,3916
2005 5 26,15 00,3878
2005 5 26,16 00,3872
2005 5 26,17 00,3764
2005 5 26,18 00,3767
2005 5 26,19 00,3761
2005 5 26,20 00,3563
2005 5 26,21 00,3358
2005 5 26,22 00,3273
2005 5 26,23 00,3064
2005 5 27,0 00,2814
2005 5 27,1 00,2662
2005 5 27,2 00,2560
2005 5 27,3 00,2483
2005 5 27,4 00,2431
2005 5 27,5 00,2451
2005 5 27,6 00,2696
2005 5 27,7 00,3004
2005 5 27,8 00,3400
2005 5 27,9 00,3730
2005 5 27,10 00,3857
2005 5 27,11 00,3904
2005 5 27,12 00,3717
2005 5 27,13 00,3949
2005 5 27,14 00,3979
2005 5 27,15 00,3931
2005 5 27,16 00,3919
2005 5 27,17 00,3806
2005 5 27,18 00,3782
2005 5 27,19 00,3759
2005 5 27,20 00,3557
2005 5 27,21 00,3346
2005 5 27,22 00,3263
2005 5 27,23 00,3066
2005 5 28,0 00,2836
2005 5 28,1 00,2681
2005 5 28,2 00,2557
2005 5 28,3 00,2467
2005 5 28,4 00,2392
2005 5 28,5 00,2371
2005 5 28,6 00,2511
2005 5 28,7 00,2716
2005 5 28,8 00,3038
2005 5 28,9 00,3298
2005 5 28,10 00,3426
2005 5 28,11 00,3466
2005 5 28,12 00,3386
2005 5 28,13 00,3464
2005 5 28,14 00,3468
2005 5 28,15 00,3428
2005 5 28,16 00,3411
2005 5 28,17 00,3360
2005 5 28,18 00,3426
2005 5 28,19 00,3510
2005 5 28,20 00,3368
2005 5 28,21 00,3167
2005 5 28,22 00,2999
2005 5 28,23 00,2820
2005 5 29,0 00,2613
2005 5 29,1 00,2467
2005 5 29,2 00,2371
2005 5 29,3 00,2301
2005 5 29,4 00,2220
2005 5 29,5 00,2186
2005 5 29,6 00,2279
2005 5 29,7 00,2443
2005 5 29,8 00,2638
2005 5 29,9 00,2822
2005 5 29,10 00,2950
2005 5 29,11 00,2989
2005 5 29,12 00,3000
2005 5 29,13 00,3009
2005 5 29,14 00,3003
2005 5 29,15 00,2992
2005 5 29,16 00,3011
2005 5 29,17 00,3073
2005 5 29,18 00,3200
2005 5 29,19 00,3325
2005 5 29,20 00,3217
2005 5 29,21 00,3048
2005 5 29,22 00,2898
2005 5 29,23 00,2716
2005 5 30,0 00,2519
2005 5 30,1 00,2394
2005 5 30,2 00,2325
2005 5 30,3 00,2267
2005 5 30,4 00,2239
2005 5 30,5 00,2286
2005 5 30,6 00,2553
2005 5 30,7 00,2923
2005 5 30,8 00,3348
2005 5 30,9 00,3681
2005 5 30,10 00,3809
2005 5 30,11 00,3845
2005 5 30,12 00,3622
2005 5 30,13 00,3836
2005 5 30,14 00,3863
2005 5 30,15 00,3836
2005 5 30,16 00,3880
2005 5 30,17 00,3850
2005 5 30,18 00,3844
2005 5 30,19 00,3737
2005 5 30,20 00,3546
2005 5 30,21 00,3342
2005 5 30,22 00,3268
2005 5 30,23 00,3045
2005 5 31,0 00,2793
2005 5 31,1 00,2650
2005 5 31,2 00,2558
2005 5 31,3 00,2484
2005 5 31,4 00,2453
2005 5 31,5 00,2486
2005 5 31,6 00,2733
2005 5 31,7 00,3042
2005 5 31,8 00,3406
2005 5 31,9 00,3690
2005 5 31,10 00,3792
2005 5 31,11 00,3805
2005 5 31,12 00,3584
2005 5 31,13 00,3797
2005 5 31,14 00,3831
2005 5 31,15 00,3812
2005 5 31,16 00,3832
2005 5 31,17 00,3742
2005 5 31,18 00,3721
2005 5 31,19 00,3746
2005 5 31,20 00,3574
2005 5 31,21 00,3387
2005 5 31,22 00,3291
2005 5 31,23 00,3052
2005 6 1,0 00,2813
2005 6 1,1 00,2672
2005 6 1,2 00,2564
2005 6 1,3 00,2501
2005 6 1,4 00,2428
2005 6 1,5 00,2449
2005 6 1,6 00,2690
2005 6 1,7 00,2997
2005 6 1,8 00,3423
2005 6 1,9 00,3767
2005 6 1,10 00,3904
2005 6 1,11 00,3964
2005 6 1,12 00,3769
2005 6 1,13 00,4018
2005 6 1,14 00,4070
2005 6 1,15 00,4029
2005 6 1,16 00,4008
2005 6 1,17 00,3892
2005 6 1,18 00,3882
2005 6 1,19 00,3847
2005 6 1,20 00,3646
2005 6 1,21 00,3434
2005 6 1,22 00,3350
2005 6 1,23 00,3120
2005 6 2,0 00,2863
2005 6 2,1 00,2707
2005 6 2,2 00,2592
2005 6 2,3 00,2525
2005 6 2,4 00,2481
2005 6 2,5 00,2494
2005 6 2,6 00,2723
2005 6 2,7 00,3058
2005 6 2,8 00,3487
2005 6 2,9 00,3826
2005 6 2,10 00,3953
2005 6 2,11 00,4002
2005 6 2,12 00,3774
2005 6 2,13 00,3981
2005 6 2,14 00,3994
2005 6 2,15 00,3946
2005 6 2,16 00,3963
2005 6 2,17 00,3894
2005 6 2,18 00,3874
2005 6 2,19 00,3795
2005 6 2,20 00,3589
2005 6 2,21 00,3388
2005 6 2,22 00,3301
2005 6 2,23 00,3087
2005 6 3,0 00,2843
2005 6 3,1 00,2701
2005 6 3,2 00,2597
2005 6 3,3 00,2524
2005 6 3,4 00,2483
2005 6 3,5 00,2496
2005 6 3,6 00,2726
2005 6 3,7 00,3041
2005 6 3,8 00,3450
2005 6 3,9 00,3752
2005 6 3,10 00,3881
2005 6 3,11 00,3931
2005 6 3,12 00,3724
2005 6 3,13 00,3955
2005 6 3,14 00,3988
2005 6 3,15 00,3944
2005 6 3,16 00,3958
2005 6 3,17 00,3879
2005 6 3,18 00,3870
2005 6 3,19 00,3803
2005 6 3,20 00,3594
2005 6 3,21 00,3362
2005 6 3,22 00,3282
2005 6 3,23 00,3089
2005 6 4,0 00,2864
2005 6 4,1 00,2725
2005 6 4,2 00,2629
2005 6 4,3 00,2542
2005 6 4,4 00,2438
2005 6 4,5 00,2390
2005 6 4,6 00,2507
2005 6 4,7 00,2719
2005 6 4,8 00,3024
2005 6 4,9 00,3257
2005 6 4,10 00,3360
2005 6 4,11 00,3396
2005 6 4,12 00,3318
2005 6 4,13 00,3396
2005 6 4,14 00,3397
2005 6 4,15 00,3386
2005 6 4,16 00,3457
2005 6 4,17 00,3484
2005 6 4,18 00,3502
2005 6 4,19 00,3491
2005 6 4,20 00,3356
2005 6 4,21 00,3159
2005 6 4,22 00,3013
2005 6 4,23 00,2816
2005 6 5,0 00,2608
2005 6 5,1 00,2478
2005 6 5,2 00,2379
2005 6 5,3 00,2305
2005 6 5,4 00,2231
2005 6 5,5 00,2210
2005 6 5,6 00,2299
2005 6 5,7 00,2461
2005 6 5,8 00,2675
2005 6 5,9 00,2880
2005 6 5,10 00,3013
2005 6 5,11 00,3072
2005 6 5,12 00,3092
2005 6 5,13 00,3102
2005 6 5,14 00,3094
2005 6 5,15 00,3095
2005 6 5,16 00,3108
2005 6 5,17 00,3169
2005 6 5,18 00,3291
2005 6 5,19 00,3403
2005 6 5,20 00,3301
2005 6 5,21 00,3133
2005 6 5,22 00,2972
2005 6 5,23 00,2776
2005 6 6,0 00,2577
2005 6 6,1 00,2457
2005 6 6,2 00,2374
2005 6 6,3 00,2310
2005 6 6,4 00,2265
2005 6 6,5 00,2299
2005 6 6,6 00,2562
2005 6 6,7 00,2945
2005 6 6,8 00,3440
2005 6 6,9 00,3837
2005 6 6,10 00,4002
2005 6 6,11 00,4068
2005 6 6,12 00,3878
2005 6 6,13 00,4116
2005 6 6,14 00,4166
2005 6 6,15 00,4144
2005 6 6,16 00,4128
2005 6 6,17 00,3975
2005 6 6,18 00,3896
2005 6 6,19 00,3888
2005 6 6,20 00,3666
2005 6 6,21 00,3446
2005 6 6,22 00,3333
2005 6 6,23 00,3100
2005 6 7,0 00,2841
2005 6 7,1 00,2689
2005 6 7,2 00,2584
2005 6 7,3 00,2513
2005 6 7,4 00,2454
2005 6 7,5 00,2478
2005 6 7,6 00,2712
2005 6 7,7 00,3048
2005 6 7,8 00,3474
2005 6 7,9 00,3835
2005 6 7,10 00,3972
2005 6 7,11 00,4031
2005 6 7,12 00,3829
2005 6 7,13 00,4061
2005 6 7,14 00,4097
2005 6 7,15 00,4049
2005 6 7,16 00,4048
2005 6 7,17 00,3926
2005 6 7,18 00,3884
2005 6 7,19 00,3868
2005 6 7,20 00,3659
2005 6 7,21 00,3445
2005 6 7,22 00,3340
2005 6 7,23 00,3108
2005 6 8,0 00,2863
2005 6 8,1 00,2712
2005 6 8,2 00,2608
2005 6 8,3 00,2538
2005 6 8,4 00,2481
2005 6 8,5 00,2503
2005 6 8,6 00,2744
2005 6 8,7 00,3071
2005 6 8,8 00,3531
2005 6 8,9 00,3887
2005 6 8,10 00,4007
2005 6 8,11 00,4054
2005 6 8,12 00,3844
2005 6 8,13 00,4052
2005 6 8,14 00,4067
2005 6 8,15 00,4028
2005 6 8,16 00,4024
2005 6 8,17 00,3890
2005 6 8,18 00,3844
2005 6 8,19 00,3853
2005 6 8,20 00,3660
2005 6 8,21 00,3442
2005 6 8,22 00,3353
2005 6 8,23 00,3105
2005 6 9,0 00,2863
2005 6 9,1 00,2705
2005 6 9,2 00,2608
2005 6 9,3 00,2536
2005 6 9,4 00,2482
2005 6 9,5 00,2506
2005 6 9,6 00,2756
2005 6 9,7 00,3082
2005 6 9,8 00,3554
2005 6 9,9 00,3929
2005 6 9,10 00,4092
2005 6 9,11 00,4175
2005 6 9,12 00,3971
2005 6 9,13 00,4214
2005 6 9,14 00,4258
2005 6 9,15 00,4220
2005 6 9,16 00,4223
2005 6 9,17 00,4088
2005 6 9,18 00,4013
2005 6 9,19 00,4004
2005 6 9,20 00,3786
2005 6 9,21 00,3544
2005 6 9,22 00,3424
2005 6 9,23 00,3188
2005 6 10,0 00,2926
2005 6 10,1 00,2770
2005 6 10,2 00,2656
2005 6 10,3 00,2575
2005 6 10,4 00,2519
2005 6 10,5 00,2535
2005 6 10,6 00,2788
2005 6 10,7 00,3130
2005 6 10,8 00,3614
2005 6 10,9 00,3988
2005 6 10,10 00,4127
2005 6 10,11 00,4165
2005 6 10,12 00,3916
2005 6 10,13 00,4124
2005 6 10,14 00,4154
2005 6 10,15 00,4119
2005 6 10,16 00,4133
2005 6 10,17 00,4047
2005 6 10,18 00,3988
2005 6 10,19 00,3885
2005 6 10,20 00,3669
2005 6 10,21 00,3442
2005 6 10,22 00,3359
2005 6 10,23 00,3155
2005 6 11,0 00,2921
2005 6 11,1 00,2760
2005 6 11,2 00,2641
2005 6 11,3 00,2561
2005 6 11,4 00,2493
2005 6 11,5 00,2465
2005 6 11,6 00,2581
2005 6 11,7 00,2802
2005 6 11,8 00,3155
2005 6 11,9 00,3439
2005 6 11,10 00,3588
2005 6 11,11 00,3664
2005 6 11,12 00,3577
2005 6 11,13 00,3640
2005 6 11,14 00,3630
2005 6 11,15 00,3595
2005 6 11,16 00,3591
2005 6 11,17 00,3577
2005 6 11,18 00,3631
2005 6 11,19 00,3676
2005 6 11,20 00,3535
2005 6 11,21 00,3332
2005 6 11,22 00,3176
2005 6 11,23 00,2990
2005 6 12,0 00,2778
2005 6 12,1 00,2632
2005 6 12,2 00,2517
2005 6 12,3 00,2426
2005 6 12,4 00,2345
2005 6 12,5 00,2306
2005 6 12,6 00,2429
2005 6 12,7 00,2626
2005 6 12,8 00,2889
2005 6 12,9 00,3161
2005 6 12,10 00,3356
2005 6 12,11 00,3429
2005 6 12,12 00,3472
2005 6 12,13 00,3504
2005 6 12,14 00,3503
2005 6 12,15 00,3477
2005 6 12,16 00,3464
2005 6 12,17 00,3490
2005 6 12,18 00,3601
2005 6 12,19 00,3711
2005 6 12,20 00,3593
2005 6 12,21 00,3401
2005 6 12,22 00,3195
2005 6 12,23 00,2971
2005 6 13,0 00,2734
2005 6 13,1 00,2599
2005 6 13,2 00,2497
2005 6 13,3 00,2427
2005 6 13,4 00,2375
2005 6 13,5 00,2401
2005 6 13,6 00,2674
2005 6 13,7 00,3087
2005 6 13,8 00,3614
2005 6 13,9 00,4049
2005 6 13,10 00,4230
2005 6 13,11 00,4311
2005 6 13,12 00,4114
2005 6 13,13 00,4356
2005 6 13,14 00,4405
2005 6 13,15 00,4360
2005 6 13,16 00,4344
2005 6 13,17 00,4176
2005 6 13,18 00,4088
2005 6 13,19 00,4038
2005 6 13,20 00,3808
2005 6 13,21 00,3567
2005 6 13,22 00,3460
2005 6 13,23 00,3226
2005 6 14,0 00,2946
2005 6 14,1 00,2779
2005 6 14,2 00,2657
2005 6 14,3 00,2584
2005 6 14,4 00,2524
2005 6 14,5 00,2548
2005 6 14,6 00,2793
2005 6 14,7 00,3132
2005 6 14,8 00,3578
2005 6 14,9 00,3944
2005 6 14,10 00,4094
2005 6 14,11 00,4162
2005 6 14,12 00,3967
2005 6 14,13 00,4224
2005 6 14,14 00,4297
2005 6 14,15 00,4276
2005 6 14,16 00,4270
2005 6 14,17 00,4119
2005 6 14,18 00,4052
2005 6 14,19 00,4009
2005 6 14,20 00,3784
2005 6 14,21 00,3544
2005 6 14,22 00,3443
2005 6 14,23 00,3215
2005 6 15,0 00,2946
2005 6 15,1 00,2770
2005 6 15,2 00,2661
2005 6 15,3 00,2589
2005 6 15,4 00,2556
2005 6 15,5 00,2580
2005 6 15,6 00,2821
2005 6 15,7 00,3160
2005 6 15,8 00,3584
2005 6 15,9 00,3926
2005 6 15,10 00,4061
2005 6 15,11 00,4077
2005 6 15,12 00,3824
2005 6 15,13 00,4012
2005 6 15,14 00,4034
2005 6 15,15 00,3995
2005 6 15,16 00,4007
2005 6 15,17 00,3916
2005 6 15,18 00,3880
2005 6 15,19 00,3825
2005 6 15,20 00,3630
2005 6 15,21 00,3435
2005 6 15,22 00,3345
2005 6 15,23 00,3132
2005 6 16,0 00,2893
2005 6 16,1 00,2732
2005 6 16,2 00,2632
2005 6 16,3 00,2562
2005 6 16,4 00,2521
2005 6 16,5 00,2548
2005 6 16,6 00,2785
