DATE,TIME,実績(万kW)
2024 2 11,13 00,2967
2024 2 11,14 00,2950
2024 2 11,15 00,3023
2024 2 11,16 00,3142
2024 2 11,17 00,3417
2024 2 11,18 00,3545
2024 2 11,19 00,3531
2024 2 11,20 00,3474
2024 2 11,21 00,3358
2024 2 11,22 00,3163
2024 2 11,23 00,2994
2024 2 12,0 00,2798
2024 2 12,1 00,2709
2024 2 12,2 00,2689
2024 2 12,3 00,2683
2024 2 12,4 00,2704
2024 2 12,5 00,2811
2024 2 12,6 00,3039
2024 2 12,7 00,3302
2024 2 12,8 00,3507
2024 2 12,9 00,3562
2024 2 12,10 00,3454
2024 2 12,11 00,3362
2024 2 12,12 00,3272
2024 2 12,13 00,3224
2024 2 12,14 00,3149
2024 2 12,15 00,3152
2024 2 12,16 00,3323
2024 2 12,17 00,3590
2024 2 12,18 00,3752
2024 2 12,19 00,3748
2024 2 12,20 00,3704
2024 2 12,21 00,3572
2024 2 12,22 00,3358
2024 2 12,23 00,3162
2024 2 13,0 00,2951
2024 2 13,1 00,2868
2024 2 13,2 00,2842
2024 2 13,3 00,2848
2024 2 13,4 00,2907
2024 2 13,5 00,3127
2024 2 13,6 00,3574
2024 2 13,7 00,3870
2024 2 13,8 00,4046
2024 2 13,9 00,4083
2024 2 13,10 00,3926
2024 2 13,11 00,3789
2024 2 13,12 00,3570
2024 2 13,13 00,3571
2024 2 13,14 00,3507
2024 2 13,15 00,3479
2024 2 13,16 00,3570
2024 2 13,17 00,3698
2024 2 13,18 00,3774
2024 2 13,19 00,3718
2024 2 13,20 00,3633
2024 2 13,21 00,3473
2024 2 13,22 00,3283
2024 2 13,23 00,3075
2024 2 14,0 00,2859
2024 2 14,1 00,2764
2024 2 14,2 00,2760
2024 2 14,3 00,2779
2024 2 14,4 00,2834
2024 2 14,5 00,3038
2024 2 14,6 00,3424
2024 2 14,7 00,3650
2024 2 14,8 00,3804
2024 2 14,9 00,3838
2024 2 14,10 00,3714
2024 2 14,11 00,3605
2024 2 14,12 00,3413
2024 2 14,13 00,3446
2024 2 14,14 00,3435
2024 2 14,15 00,3461
2024 2 14,16 00,3473
2024 2 14,17 00,3582
2024 2 14,18 00,3612
2024 2 14,19 00,3534
2024 2 14,20 00,3436
2024 2 14,21 00,3281
2024 2 14,22 00,3104
2024 2 14,23 00,2908
2024 2 15,0 00,2705
2024 2 15,1 00,2627
2024 2 15,2 00,2629
2024 2 15,3 00,2652
2024 2 15,4 00,2702
2024 2 15,5 00,2876
2024 2 15,6 00,3196
2024 2 15,7 00,3390
2024 2 15,8 00,3600
2024 2 15,9 00,3657
2024 2 15,10 00,3542
2024 2 15,11 00,3521
2024 2 15,12 00,3352
2024 2 15,13 00,3444
2024 2 15,14 00,3422
2024 2 15,15 00,3287
2024 2 15,16 00,3336
2024 2 15,17 00,3442
2024 2 15,18 00,3463
2024 2 15,19 00,3365
2024 2 15,20 00,3257
2024 2 15,21 00,3089
2024 2 15,22 00,2907
2024 2 15,23 00,2728
2024 2 16,0 00,2527
2024 2 16,1 00,2447
2024 2 16,2 00,2447
2024 2 16,3 00,2473
2024 2 16,4 00,2516
2024 2 16,5 00,2657
2024 2 16,6 00,2950
2024 2 16,7 00,3181
2024 2 16,8 00,3435
2024 2 16,9 00,3592
2024 2 16,10 00,3581
2024 2 16,11 00,3536
2024 2 16,12 00,3370
2024 2 16,13 00,3431
2024 2 16,14 00,3390
2024 2 16,15 00,3373
2024 2 16,16 00,3498
2024 2 16,17 00,3632
2024 2 16,18 00,3690
2024 2 16,19 00,3632
2024 2 16,20 00,3541
2024 2 16,21 00,3385
2024 2 16,22 00,3219
2024 2 16,23 00,3031
2024 2 17,0 00,2809
2024 2 17,1 00,2697
2024 2 17,2 00,2670
2024 2 17,3 00,2669
2024 2 17,4 00,2672
2024 2 17,5 00,2736
2024 2 17,6 00,2907
2024 2 17,7 00,3083
2024 2 17,8 00,3249
2024 2 17,9 00,3285
2024 2 17,10 00,3279
2024 2 17,11 00,3275
2024 2 17,12 00,3165
2024 2 17,13 00,3106
2024 2 17,14 00,3071
2024 2 17,15 00,3075
2024 2 17,16 00,3159
2024 2 17,17 00,3327
2024 2 17,18 00,3384
2024 2 17,19 00,3336
2024 2 17,20 00,3251
2024 2 17,21 00,3109
2024 2 17,22 00,2929
2024 2 17,23 00,2772
2024 2 18,0 00,2566
2024 2 18,1 00,2469
2024 2 18,2 00,2447
2024 2 18,3 00,2443
2024 2 18,4 00,2452
2024 2 18,5 00,2493
2024 2 18,6 00,2565
2024 2 18,7 00,2651
2024 2 18,8 00,2745
2024 2 18,9 00,2775
2024 2 18,10 00,2781
2024 2 18,11 00,2799
2024 2 18,12 00,2768
2024 2 18,13 00,2690
2024 2 18,14 00,2627
2024 2 18,15 00,2638
2024 2 18,16 00,2708
2024 2 18,17 00,2933
2024 2 18,18 00,3072
2024 2 18,19 00,3059
2024 2 18,20 00,3002
2024 2 18,21 00,2869
2024 2 18,22 00,2704
2024 2 18,23 00,2551
2024 2 19,0 00,2385
2024 2 19,1 00,2311
2024 2 19,2 00,2317
2024 2 19,3 00,2339
2024 2 19,4 00,2381
2024 2 19,5 00,2500
2024 2 19,6 00,2753
2024 2 19,7 00,3033
2024 2 19,8 00,3389
2024 2 19,9 00,3547
2024 2 19,10 00,3550
2024 2 19,11 00,3582
2024 2 19,12 00,3427
2024 2 19,13 00,3516
2024 2 19,14 00,3483
2024 2 19,15 00,3443
2024 2 19,16 00,3497
2024 2 19,17 00,3528
2024 2 19,18 00,3503
2024 2 19,19 00,3389
2024 2 19,20 00,3251
2024 2 19,21 00,3079
2024 2 19,22 00,2900
2024 2 19,23 00,2718
2024 2 20,0 00,2518
2024 2 20,1 00,2432
2024 2 20,2 00,2429
2024 2 20,3 00,2440
2024 2 20,4 00,2450
2024 2 20,5 00,2511
2024 2 20,6 00,2685
2024 2 20,7 00,2909
2024 2 20,8 00,3160
2024 2 20,9 00,3263
2024 2 20,10 00,3258
2024 2 20,11 00,3301
2024 2 20,12 00,3221
2024 2 20,13 00,3280
2024 2 20,14 00,3247
2024 2 20,15 00,3189
2024 2 20,16 00,3172
2024 2 20,17 00,3207
2024 2 20,18 00,3214
2024 2 20,19 00,3119
2024 2 20,20 00,3009
2024 2 20,21 00,2874
2024 2 20,22 00,2756
2024 2 20,23 00,2621
2024 2 21,0 00,2452
2024 2 21,1 00,2375
2024 2 21,2 00,2384
2024 2 21,3 00,2411
2024 2 21,4 00,2454
2024 2 21,5 00,2562
2024 2 21,6 00,2816
2024 2 21,7 00,3155
2024 2 21,8 00,3598
2024 2 21,9 00,3872
2024 2 21,10 00,3910
2024 2 21,11 00,3903
2024 2 21,12 00,3779
2024 2 21,13 00,3878
2024 2 21,14 00,3888
2024 2 21,15 00,3855
2024 2 21,16 00,3886
2024 2 21,17 00,3884
2024 2 21,18 00,3842
2024 2 21,19 00,3734
2024 2 21,20 00,3605
2024 2 21,21 00,3409
2024 2 21,22 00,3185
2024 2 21,23 00,2962
2024 2 22,0 00,2734
2024 2 22,1 00,2618
2024 2 22,2 00,2603
2024 2 22,3 00,2623
2024 2 22,4 00,2678
2024 2 22,5 00,2835
2024 2 22,6 00,3158
2024 2 22,7 00,3547
2024 2 22,8 00,3956
2024 2 22,9 00,4168
2024 2 22,10 00,4220
2024 2 22,11 00,4200
2024 2 22,12 00,4066
2024 2 22,13 00,4163
2024 2 22,14 00,4158
2024 2 22,15 00,4161
2024 2 22,16 00,4212
2024 2 22,17 00,4229
2024 2 22,18 00,4202
2024 2 22,19 00,4086
2024 2 22,20 00,3956
2024 2 22,21 00,3772
2024 2 22,22 00,3549
2024 2 22,23 00,3314
2024 2 23,0 00,3052
2024 2 23,1 00,2914
2024 2 23,2 00,2873
2024 2 23,3 00,2870
2024 2 23,4 00,2878
2024 2 23,5 00,2965
2024 2 23,6 00,3177
2024 2 23,7 00,3503
2024 2 23,8 00,3934
2024 2 23,9 00,4199
2024 2 23,10 00,4247
2024 2 23,11 00,4216
2024 2 23,12 00,4155
2024 2 23,13 00,4149
2024 2 23,14 00,4121
2024 2 23,15 00,4092
2024 2 23,16 00,4142
2024 2 23,17 00,4250
2024 2 23,18 00,4277
2024 2 23,19 00,4188
2024 2 23,20 00,4068
2024 2 23,21 00,3880
2024 2 23,22 00,3637
2024 2 23,23 00,3405
2024 2 24,0 00,3139
2024 2 24,1 00,2991
2024 2 24,2 00,2948
2024 2 24,3 00,2928
2024 2 24,4 00,2926
2024 2 24,5 00,3020
2024 2 24,6 00,3219
2024 2 24,7 00,3375
2024 2 24,8 00,3511
2024 2 24,9 00,3560
2024 2 24,10 00,3500
2024 2 24,11 00,3377
2024 2 24,12 00,3255
2024 2 24,13 00,3158
2024 2 24,14 00,3078
2024 2 24,15 00,3088
2024 2 24,16 00,3241
2024 2 24,17 00,3493
2024 2 24,18 00,3666
2024 2 24,19 00,3677
2024 2 24,20 00,3627
2024 2 24,21 00,3509
2024 2 24,22 00,3334
2024 2 24,23 00,3164
2024 2 25,0 00,2924
2024 2 25,1 00,2789
2024 2 25,2 00,2740
2024 2 25,3 00,2704
2024 2 25,4 00,2686
2024 2 25,5 00,2721
2024 2 25,6 00,2858
2024 2 25,7 00,3078
2024 2 25,8 00,3367
2024 2 25,9 00,3592
2024 2 25,10 00,3644
2024 2 25,11 00,3699
2024 2 25,12 00,3671
2024 2 25,13 00,3668
2024 2 25,14 00,3667
2024 2 25,15 00,3678
2024 2 25,16 00,3762
2024 2 25,17 00,3968
2024 2 25,18 00,4040
2024 2 25,19 00,3970
2024 2 25,20 00,3860
2024 2 25,21 00,3663
2024 2 25,22 00,3380
2024 2 25,23 00,3128
2024 2 26,0 00,2861
2024 2 26,1 00,2739
2024 2 26,2 00,2691
2024 2 26,3 00,2685
2024 2 26,4 00,2733
2024 2 26,5 00,2936
2024 2 26,6 00,3330
2024 2 26,7 00,3680
2024 2 26,8 00,3972
2024 2 26,9 00,4054
2024 2 26,10 00,4000
2024 2 26,11 00,3943
2024 2 26,12 00,3779
2024 2 26,13 00,3773
2024 2 26,14 00,3702
2024 2 26,15 00,3676
2024 2 26,16 00,3797
2024 2 26,17 00,3983
2024 2 26,18 00,4131
2024 2 26,19 00,4082
2024 2 26,20 00,3987
2024 2 26,21 00,3812
2024 2 26,22 00,3571
2024 2 26,23 00,3323
2024 2 27,0 00,3051
2024 2 27,1 00,2920
2024 2 27,2 00,2885
2024 2 27,3 00,2882
2024 2 27,4 00,2922
2024 2 27,5 00,3115
2024 2 27,6 00,3485
2024 2 27,7 00,3713
2024 2 27,8 00,3941
2024 2 27,9 00,4094
2024 2 27,10 00,4097
2024 2 27,11 00,4046
2024 2 27,12 00,3878
2024 2 27,13 00,3885
2024 2 27,14 00,3820
2024 2 27,15 00,3767
2024 2 27,16 00,3867
2024 2 27,17 00,4049
2024 2 27,18 00,4191
2024 2 27,19 00,4133
2024 2 27,20 00,4031
2024 2 27,21 00,3846
2024 2 27,22 00,3612
2024 2 27,23 00,3357
2024 2 28,0 00,3087
2024 2 28,1 00,2951
2024 2 28,2 00,2915
2024 2 28,3 00,2900
2024 2 28,4 00,2946
2024 2 28,5 00,3135
2024 2 28,6 00,3497
2024 2 28,7 00,3705
2024 2 28,8 00,3901
2024 2 28,9 00,4001
2024 2 28,10 00,3920
2024 2 28,11 00,3827
2024 2 28,12 00,3622
2024 2 28,13 00,3595
2024 2 28,14 00,3522
2024 2 28,15 00,3492
2024 2 28,16 00,3606
2024 2 28,17 00,3763
2024 2 28,18 00,3911
2024 2 28,19 00,3881
2024 2 28,20 00,3819
2024 2 28,21 00,3676
2024 2 28,22 00,3474
2024 2 28,23 00,3240
2024 2 29,0 00,3000
2024 2 29,1 00,2884
2024 2 29,2 00,2856
2024 2 29,3 00,2854
2024 2 29,4 00,2901
2024 2 29,5 00,3092
2024 2 29,6 00,3461
2024 2 29,7 00,3734
2024 2 29,8 00,3965
2024 2 29,9 00,4109
2024 2 29,10 00,4032
2024 2 29,11 00,3913
2024 2 29,12 00,3732
2024 2 29,13 00,3744
2024 2 29,14 00,3812
2024 2 29,15 00,3769
2024 2 29,16 00,3866
2024 2 29,17 00,3959
2024 2 29,18 00,3991
2024 2 29,19 00,3910
2024 2 29,20 00,3797
2024 2 29,21 00,3622
2024 2 29,22 00,3389
2024 2 29,23 00,3150
2024 3 1,0 00,2908
2024 3 1,1 00,2799
2024 3 1,2 00,2783
2024 3 1,3 00,2793
2024 3 1,4 00,2851
2024 3 1,5 00,3040
2024 3 1,6 00,3420
2024 3 1,7 00,3754
2024 3 1,8 00,4070
2024 3 1,9 00,4150
2024 3 1,10 00,3931
2024 3 1,11 00,3804
2024 3 1,12 00,3586
2024 3 1,13 00,3558
2024 3 1,14 00,3471
2024 3 1,15 00,3430
2024 3 1,16 00,3502
2024 3 1,17 00,3601
2024 3 1,18 00,3674
2024 3 1,19 00,3613
2024 3 1,20 00,3524
2024 3 1,21 00,3368
2024 3 1,22 00,3195
2024 3 1,23 00,3010
2024 3 2,0 00,2790
2024 3 2,1 00,2690
2024 3 2,2 00,2678
2024 3 2,3 00,2697
2024 3 2,4 00,2735
2024 3 2,5 00,2825
2024 3 2,6 00,2980
2024 3 2,7 00,3102
2024 3 2,8 00,3273
2024 3 2,9 00,3397
2024 3 2,10 00,3445
2024 3 2,11 00,3392
2024 3 2,12 00,3292
2024 3 2,13 00,3242
2024 3 2,14 00,3198
2024 3 2,15 00,3223
2024 3 2,16 00,3346
2024 3 2,17 00,3562
2024 3 2,18 00,3697
2024 3 2,19 00,3679
2024 3 2,20 00,3616
2024 3 2,21 00,3485
2024 3 2,22 00,3312
2024 3 2,23 00,3152
2024 3 3,0 00,2955
2024 3 3,1 00,2855
2024 3 3,2 00,2823
2024 3 3,3 00,2806
2024 3 3,4 00,2800
2024 3 3,5 00,2856
2024 3 3,6 00,2996
2024 3 3,7 00,3059
2024 3 3,8 00,3091
2024 3 3,9 00,3138
2024 3 3,10 00,3105
2024 3 3,11 00,3068
2024 3 3,12 00,3014
2024 3 3,13 00,2901
2024 3 3,14 00,2809
2024 3 3,15 00,2800
2024 3 3,16 00,2939
2024 3 3,17 00,3233
2024 3 3,18 00,3457
2024 3 3,19 00,3469
2024 3 3,20 00,3423
2024 3 3,21 00,3294
2024 3 3,22 00,3098
2024 3 3,23 00,2915
2024 3 4,0 00,2737
2024 3 4,1 00,2665
2024 3 4,2 00,2672
2024 3 4,3 00,2696
2024 3 4,4 00,2764
2024 3 4,5 00,2975
2024 3 4,6 00,3331
2024 3 4,7 00,3556
2024 3 4,8 00,3754
2024 3 4,9 00,3876
2024 3 4,10 00,3825
2024 3 4,11 00,3786
2024 3 4,12 00,3584
2024 3 4,13 00,3554
2024 3 4,14 00,3487
2024 3 4,15 00,3446
2024 3 4,16 00,3533
2024 3 4,17 00,3686
2024 3 4,18 00,3826
2024 3 4,19 00,3787
2024 3 4,20 00,3695
2024 3 4,21 00,3537
2024 3 4,22 00,3343
2024 3 4,23 00,3121
2024 3 5,0 00,2886
2024 3 5,1 00,2782
2024 3 5,2 00,2748
2024 3 5,3 00,2762
2024 3 5,4 00,2810
2024 3 5,5 00,2993
2024 3 5,6 00,3352
2024 3 5,7 00,3657
2024 3 5,8 00,4006
2024 3 5,9 00,4218
2024 3 5,10 00,4148
2024 3 5,11 00,4103
2024 3 5,12 00,4000
2024 3 5,13 00,4117
2024 3 5,14 00,4160
2024 3 5,15 00,4201
2024 3 5,16 00,4275
2024 3 5,17 00,4306
2024 3 5,18 00,4308
2024 3 5,19 00,4214
2024 3 5,20 00,4094
2024 3 5,21 00,3914
2024 3 5,22 00,3703
2024 3 5,23 00,3474
2024 3 6,0 00,3201
2024 3 6,1 00,3065
2024 3 6,2 00,3012
2024 3 6,3 00,2989
2024 3 6,4 00,3016
2024 3 6,5 00,3203
2024 3 6,6 00,3592
2024 3 6,7 00,3980
2024 3 6,8 00,4420
2024 3 6,9 00,4660
2024 3 6,10 00,4658
2024 3 6,11 00,4501
2024 3 6,12 00,4203
2024 3 6,13 00,4265
2024 3 6,14 00,4129
2024 3 6,15 00,4072
2024 3 6,16 00,4146
2024 3 6,17 00,4206
2024 3 6,18 00,4230
2024 3 6,19 00,4124
2024 3 6,20 00,3995
2024 3 6,21 00,3795
2024 3 6,22 00,3552
2024 3 6,23 00,3284
2024 3 7,0 00,3010
2024 3 7,1 00,2885
2024 3 7,2 00,2863
2024 3 7,3 00,2868
2024 3 7,4 00,2900
2024 3 7,5 00,3082
2024 3 7,6 00,3445
2024 3 7,7 00,3738
2024 3 7,8 00,4028
2024 3 7,9 00,4197
2024 3 7,10 00,4172
2024 3 7,11 00,4074
2024 3 7,12 00,3891
2024 3 7,13 00,3923
2024 3 7,14 00,3828
2024 3 7,15 00,3869
2024 3 7,16 00,3977
2024 3 7,17 00,4094
2024 3 7,18 00,4156
2024 3 7,19 00,4081
2024 3 7,20 00,3952
2024 3 7,21 00,3754
2024 3 7,22 00,3524
2024 3 7,23 00,3294
2024 3 8,0 00,3032
2024 3 8,1 00,2928
2024 3 8,2 00,2924
2024 3 8,3 00,2954
2024 3 8,4 00,3031
2024 3 8,5 00,3252
2024 3 8,6 00,3699
2024 3 8,7 00,4117
2024 3 8,8 00,4580
2024 3 8,9 00,4789
2024 3 8,10 00,4653
2024 3 8,11 00,4461
2024 3 8,12 00,4138
2024 3 8,13 00,4110
2024 3 8,14 00,3966
2024 3 8,15 00,3909
2024 3 8,16 00,3967
2024 3 8,17 00,4020
2024 3 8,18 00,4095
2024 3 8,19 00,4008
2024 3 8,20 00,3881
2024 3 8,21 00,3710
2024 3 8,22 00,3526
2024 3 8,23 00,3320
2024 3 9,0 00,3081
2024 3 9,1 00,2956
2024 3 9,2 00,2916
2024 3 9,3 00,2901
2024 3 9,4 00,2907
2024 3 9,5 00,2983
2024 3 9,6 00,3136
2024 3 9,7 00,3203
2024 3 9,8 00,3304
2024 3 9,9 00,3396
2024 3 9,10 00,3440
2024 3 9,11 00,3425
2024 3 9,12 00,3312
2024 3 9,13 00,3198
2024 3 9,14 00,3072
2024 3 9,15 00,3039
2024 3 9,16 00,3188
2024 3 9,17 00,3470
2024 3 9,18 00,3704
2024 3 9,19 00,3724
2024 3 9,20 00,3686
2024 3 9,21 00,3575
2024 3 9,22 00,3389
2024 3 9,23 00,3221
2024 3 10,0 00,3012
2024 3 10,1 00,2886
2024 3 10,2 00,2837
2024 3 10,3 00,2819
2024 3 10,4 00,2810
2024 3 10,5 00,2870
2024 3 10,6 00,2991
2024 3 10,7 00,3035
2024 3 10,8 00,3085
2024 3 10,9 00,3179
2024 3 10,10 00,3189
2024 3 10,11 00,3158
2024 3 10,12 00,3065
2024 3 10,13 00,2946
2024 3 10,14 00,2850
2024 3 10,15 00,2854
2024 3 10,16 00,3015
2024 3 10,17 00,3323
2024 3 10,18 00,3599
2024 3 10,19 00,3638
2024 3 10,20 00,3598
2024 3 10,21 00,3485
2024 3 10,22 00,3281
2024 3 10,23 00,3098
2024 3 11,0 00,2895
2024 3 11,1 00,2800
2024 3 11,2 00,2785
2024 3 11,3 00,2794
2024 3 11,4 00,2860
2024 3 11,5 00,3083
2024 3 11,6 00,3455
2024 3 11,7 00,3672
2024 3 11,8 00,3892
2024 3 11,9 00,4026
2024 3 11,10 00,3970
2024 3 11,11 00,3893
2024 3 11,12 00,3694
2024 3 11,13 00,3674
2024 3 11,14 00,3622
2024 3 11,15 00,3588
2024 3 11,16 00,3668
2024 3 11,17 00,3780
2024 3 11,18 00,3882
2024 3 11,19 00,3811
2024 3 11,20 00,3694
2024 3 11,21 00,3518
2024 3 11,22 00,3304
2024 3 11,23 00,3072
2024 3 12,0 00,2825
2024 3 12,1 00,2717
2024 3 12,2 00,2698
2024 3 12,3 00,2710
2024 3 12,4 00,2749
2024 3 12,5 00,2911
2024 3 12,6 00,3228
2024 3 12,7 00,3564
2024 3 12,8 00,3995
2024 3 12,9 00,4211
2024 3 12,10 00,4182
2024 3 12,11 00,4126
2024 3 12,12 00,3965
2024 3 12,13 00,4105
2024 3 12,14 00,4160
2024 3 12,15 00,4169
2024 3 12,16 00,4242
2024 3 12,17 00,4238
2024 3 12,18 00,4226
2024 3 12,19 00,4100
2024 3 12,20 00,3938
2024 3 12,21 00,3720
2024 3 12,22 00,3446
2024 3 12,23 00,3173
2024 3 13,0 00,2898
2024 3 13,1 00,2760
2024 3 13,2 00,2734
2024 3 13,3 00,2736
2024 3 13,4 00,2789
2024 3 13,5 00,2960
2024 3 13,6 00,3250
2024 3 13,7 00,3437
2024 3 13,8 00,3676
2024 3 13,9 00,3847
2024 3 13,10 00,3838
2024 3 13,11 00,3799
2024 3 13,12 00,3603
2024 3 13,13 00,3615
2024 3 13,14 00,3508
2024 3 13,15 00,3455
2024 3 13,16 00,3545
2024 3 13,17 00,3684
2024 3 13,18 00,3860
2024 3 13,19 00,3844
2024 3 13,20 00,3774
2024 3 13,21 00,3619
2024 3 13,22 00,3402
2024 3 13,23 00,3174
2024 3 14,0 00,2936
2024 3 14,1 00,2827
2024 3 14,2 00,2812
2024 3 14,3 00,2820
2024 3 14,4 00,2888
2024 3 14,5 00,3093
2024 3 14,6 00,3381
2024 3 14,7 00,3497
2024 3 14,8 00,3687
2024 3 14,9 00,3809
2024 3 14,10 00,3763
2024 3 14,11 00,3717
2024 3 14,12 00,3528
2024 3 14,13 00,3531
2024 3 14,14 00,3445
2024 3 14,15 00,3364
2024 3 14,16 00,3417
2024 3 14,17 00,3517
2024 3 14,18 00,3669
2024 3 14,19 00,3625
2024 3 14,20 00,3540
2024 3 14,21 00,3397
2024 3 14,22 00,3210
2024 3 14,23 00,3010
2024 3 15,0 00,2799
2024 3 15,1 00,2694
2024 3 15,2 00,2692
2024 3 15,3 00,2712
2024 3 15,4 00,2787
2024 3 15,5 00,2957
2024 3 15,6 00,3196
2024 3 15,7 00,3289
2024 3 15,8 00,3441
2024 3 15,9 00,3556
2024 3 15,10 00,3536
2024 3 15,11 00,3504
2024 3 15,12 00,3340
2024 3 15,13 00,3349
2024 3 15,14 00,3274
2024 3 15,15 00,3244
2024 3 15,16 00,3281
2024 3 15,17 00,3348
2024 3 15,18 00,3464
2024 3 15,19 00,3414
2024 3 15,20 00,3330
2024 3 15,21 00,3207
2024 3 15,22 00,3061
2024 3 15,23 00,2893
2024 3 16,0 00,2682
2024 3 16,1 00,2589
2024 3 16,2 00,2566
2024 3 16,3 00,2562
2024 3 16,4 00,2578
2024 3 16,5 00,2620
2024 3 16,6 00,2656
2024 3 16,7 00,2678
2024 3 16,8 00,2773
2024 3 16,9 00,2842
2024 3 16,10 00,2854
2024 3 16,11 00,2860
2024 3 16,12 00,2788
2024 3 16,13 00,2713
2024 3 16,14 00,2627
2024 3 16,15 00,2608
2024 3 16,16 00,2674
2024 3 16,17 00,2810
2024 3 16,18 00,2979
2024 3 16,19 00,2973
2024 3 16,20 00,2924
2024 3 16,21 00,2812
2024 3 16,22 00,2680
2024 3 16,23 00,2547
2024 3 17,0 00,2396
2024 3 17,1 00,2324
2024 3 17,2 00,2318
2024 3 17,3 00,2329
2024 3 17,4 00,2351
2024 3 17,5 00,2373
2024 3 17,6 00,2380
2024 3 17,7 00,2468
2024 3 17,8 00,2558
2024 3 17,9 00,2633
2024 3 17,10 00,2716
2024 3 17,11 00,2709
2024 3 17,12 00,2635
2024 3 17,13 00,2527
2024 3 17,14 00,2498
2024 3 17,15 00,2559
2024 3 17,16 00,2606
2024 3 17,17 00,2755
2024 3 17,18 00,2913
2024 3 17,19 00,2894
2024 3 17,20 00,2823
2024 3 17,21 00,2701
2024 3 17,22 00,2535
2024 3 17,23 00,2420
2024 3 18,0 00,2280
2024 3 18,1 00,2225
2024 3 18,2 00,2255
2024 3 18,3 00,2310
2024 3 18,4 00,2384
2024 3 18,5 00,2544
2024 3 18,6 00,2783
2024 3 18,7 00,2984
2024 3 18,8 00,3251
2024 3 18,9 00,3465
2024 3 18,10 00,3530
2024 3 18,11 00,3582
2024 3 18,12 00,3443
2024 3 18,13 00,3463
2024 3 18,14 00,3365
2024 3 18,15 00,3320
2024 3 18,16 00,3439
2024 3 18,17 00,3603
2024 3 18,18 00,3793
2024 3 18,19 00,3768
2024 3 18,20 00,3691
2024 3 18,21 00,3534
2024 3 18,22 00,3333
2024 3 18,23 00,3130
2024 3 19,0 00,2900
2024 3 19,1 00,2791
2024 3 19,2 00,2776
2024 3 19,3 00,2781
2024 3 19,4 00,2817
2024 3 19,5 00,2974
2024 3 19,6 00,3265
2024 3 19,7 00,3484
2024 3 19,8 00,3764
2024 3 19,9 00,3854
2024 3 19,10 00,3845
2024 3 19,11 00,3806
2024 3 19,12 00,3583
2024 3 19,13 00,3515
2024 3 19,14 00,3558
2024 3 19,15 00,3554
2024 3 19,16 00,3592
2024 3 19,17 00,3666
2024 3 19,18 00,3787
2024 3 19,19 00,3719
2024 3 19,20 00,3603
2024 3 19,21 00,3447
2024 3 19,22 00,3264
2024 3 19,23 00,3072
2024 3 20,0 00,2865
2024 3 20,1 00,2765
2024 3 20,2 00,2742
2024 3 20,3 00,2738
2024 3 20,4 00,2751
2024 3 20,5 00,2818
2024 3 20,6 00,2889
2024 3 20,7 00,2940
2024 3 20,8 00,3108
2024 3 20,9 00,3271
2024 3 20,10 00,3302
2024 3 20,11 00,3305
2024 3 20,12 00,3242
2024 3 20,13 00,3198
2024 3 20,14 00,3236
2024 3 20,15 00,3196
2024 3 20,16 00,3346
2024 3 20,17 00,3506
2024 3 20,18 00,3716
2024 3 20,19 00,3720
2024 3 20,20 00,3674
2024 3 20,21 00,3556
2024 3 20,22 00,3344
2024 3 20,23 00,3130
2024 3 21,0 00,2901
2024 3 21,1 00,2790
2024 3 21,2 00,2777
2024 3 21,3 00,2789
2024 3 21,4 00,2841
2024 3 21,5 00,3022
2024 3 21,6 00,3317
2024 3 21,7 00,3484
2024 3 21,8 00,3754
2024 3 21,9 00,3999
2024 3 21,10 00,4058
2024 3 21,11 00,3998
2024 3 21,12 00,3817
2024 3 21,13 00,3807
2024 3 21,14 00,3687
2024 3 21,15 00,3623
2024 3 21,16 00,3693
2024 3 21,17 00,3848
2024 3 21,18 00,4042
2024 3 21,19 00,4019
2024 3 21,20 00,3951
2024 3 21,21 00,3796
2024 3 21,22 00,3580
2024 3 21,23 00,3332
2024 3 22,0 00,3078
2024 3 22,1 00,2948
2024 3 22,2 00,2922
2024 3 22,3 00,2923
2024 3 22,4 00,2970
2024 3 22,5 00,3154
2024 3 22,6 00,3440
2024 3 22,7 00,3561
2024 3 22,8 00,3776
2024 3 22,9 00,3953
2024 3 22,10 00,3974
2024 3 22,11 00,3940
2024 3 22,12 00,3741
2024 3 22,13 00,3678
2024 3 22,14 00,3532
2024 3 22,15 00,3456
2024 3 22,16 00,3528
2024 3 22,17 00,3662
2024 3 22,18 00,3844
2024 3 22,19 00,3818
2024 3 22,20 00,3740
2024 3 22,21 00,3598
2024 3 22,22 00,3415
2024 3 22,23 00,3213
2024 3 23,0 00,2983
2024 3 23,1 00,2847
2024 3 23,2 00,2806
2024 3 23,3 00,2786
2024 3 23,4 00,2785
2024 3 23,5 00,2860
2024 3 23,6 00,2978
2024 3 23,7 00,3253
2024 3 23,8 00,3596
2024 3 23,9 00,3840
2024 3 23,10 00,3836
2024 3 23,11 00,3717
2024 3 23,12 00,3601
2024 3 23,13 00,3485
2024 3 23,14 00,3380
2024 3 23,15 00,3324
2024 3 23,16 00,3355
2024 3 23,17 00,3483
2024 3 23,18 00,3642
2024 3 23,19 00,3626
2024 3 23,20 00,3551
2024 3 23,21 00,3415
2024 3 23,22 00,3243
2024 3 23,23 00,3070
2024 3 24,0 00,2844
2024 3 24,1 00,2728
2024 3 24,2 00,2685
